company_sort_id,shareholder_name,shareholder_description,share_percentage,shareholder_tag,,,,
591,Checkout.com,A global payment solutions provider.,/,finance,,,,
592,Amnon Shashua,"The founder of First Digital Bank and also the co-founder of Mobileye, a company specializing in autonomous driving technologies.",/,individual,,,,
592,Tencent,A Chinese multinational conglomerate known for its investments in internet-related services and products.,/,technology,,,,
592,SBI Holdings,A Japanese financial services company that was formerly part of SoftBank.,/,finance,,,,
592,Julius Baer,"A Swiss wealth management group, one of the oldest banking institutions in Switzerland.",/,finance,,,,
592,West Coast Equity Partners,A US private equity firm.,/,finance,,,,
592,Hebrew University of Jerusalem Provident Fund,An investment fund associated with the Hebrew University of Jerusalem.,/,finance,,,,
592,Far East Ventures,The venture capital arm of Singapore閳ユ�?Far East Organization.,/,finance,,,,
593,West Coast Capital,"A private equity firm that invests in a variety of sectors, including technology and financial services.",/,finance,,,,
593,Passion Capital,A London-based venture capital firm that invests in early-stage technology companies.,/,finance,,,,
593,Seedcamp,A European seed fund that supports early-stage founders from around the world.,/,finance,,,,
594,Techstars Ventures,A venture capital firm that invests in early-stage technology startups.,/,finance,,,,
594,Beta Bridge Capital,A venture capital firm focused on investing in innovative technology companies.,/,finance,,,,
594,Barclays Bank,A British multinational investment bank and financial services company.,/,finance,,,,
594,SWS Venture Capital,A venture capital firm that supports early-stage technology companies.,/,finance,,,,
594,Rosecliff Ventures,A venture capital firm that invests in early-stage companies across various sectors.,/,finance,,,,
595,M&G plc,"A leading savings and investments business in the UK, managing a wide range of assets for both private and corporate clients.",/,finance,,,,
595,Monument Re Limited,A Bermuda-based reinsurance company that provides solutions for asset-intensive portfolios through reinsurance or acquisition.,/,finance,,,,
596,Hassan Miah,"The founder and CEO of Paybby, which acquired Wicket to enhance banking services for underserved communities.",/,individual,,,,
596,Tim Prier,"The CEO and founder of Wicket, who remains a significant shareholder and active participant in the combined company.",/,individual,,,,
596,Carver Bancorp,A community development financial institution in New York that partners with Paybby to provide banking services.,/,finance,,,,
596,Boss Insights,A company that aggregates financial data to help businesses and financial institutions make informed decisions.,/,data,,,,
597,BlackRock,"One of the world閳ユ�?largest asset management firms, known for its extensive range of investment products.",/,finance,,,,
597,Vanguard Group,"Another leading global investment management company, offering a variety of mutual funds and ETFs.",/,finance,,,,
597,Fidelity Investments,"A multinational financial services corporation, providing investment management, retirement planning, and other financial products.",/,finance,,,,
597,Morgan Stanley,"A global financial services firm offering investment banking, securities, wealth management, and investment management services.",/,finance,,,,
597,T. Rowe Price,"An American global investment management firm, offering mutual funds, subadvisory services, and separate account management.",/,finance,,,,
598,"Upgrade, Inc.","A fintech company that offers affordable and responsible credit, mobile banking, and payment products. Upgrade acquired Uplift in 2023.",/,finance,,,,
599,Sequoia Capital,A leading global venture capital firm known for investing in early and growth-stage technology companies.,/,finance,,,,
599,Accel,A venture capital firm that invests in early-stage and growth-stage technology companies.,/,finance,,,,
599,Founders Fund,A venture capital firm that invests in companies building revolutionary technologies.,/,finance,,,,
599,Creandum,A European venture capital firm that invests in innovative technology companies.,/,finance,,,,
599,Project A Ventures,A Berlin-based venture capital firm that provides operational support to its portfolio companies.,/,finance,,,,
599,TCV (Technology Crossover Ventures),A private equity and venture capital firm that invests in technology companies.,/,finance,,,,
599,Ontario Teachers�?Pension Plan,"One of the largest pension plans in Canada, investing in a variety of asset classes globally.",/,finance,,,,
600,Jordi Roset,"Co-owner of the Petrolis Independents fuel chain, a franchise of Petro7.",/,finance,,,,
600,Merc�?Comas,An entrepreneur who ran Moto Auto Juni for more than 25 years.,/,finance,,,,
600,James S鐚玭e,"Founder of 11Onze, focused on creating a digital community bank for Catalonia.",/,finance,,,,
600,148 Private Investors,A diverse group of individuals who share the vision of empowering the local community through innovative banking solutions.,/,finance,,,,
601,Raiffeisen Bank International,An Austrian financial institution that is the majority shareholder of Equa Bank. Raiffeisen Bank International provides a wide range of banking and financial services across Central and Eastern Europe.,/,finance,,,,
602,General Catalyst,A venture capital firm that invests in early-stage and growth-stage companies across various sectors.,/,finance,,,,
602,BoxGroup,An early-stage investment fund that focuses on seed investments in technology companies.,/,finance,,,,
602,Y Combinator,A startup accelerator that has funded many successful technology companies.,/,finance,,,,
602,Sound Ventures,"A venture capital firm founded by Ashton Kutcher and Guy Oseary, investing in early-stage technology companies.",/,finance,,,,
602,Greenoaks Capital,A global investment firm that focuses on high-growth technology companies.,/,finance,,,,
603,Passion Capital,A London-based venture capital firm that invests in early-stage technology companies.,/,finance,,,,
603,Blenheim Chalcot,"A leading venture builder in the UK, focusing on building digital businesses.",/,finance,,,,
603,Seedcamp,A European seed fund that supports early-stage founders from around the world.,/,finance,,,,
603,Entree Capital,A global venture capital firm that invests in early-stage and growth-stage technology companies.,/,finance,,,,
604,ABN AMRO,"One of the largest Dutch banks, providing a wide range of financial services and products.",/,finance,,,,
604,Tencent,A Chinese multinational conglomerate known for its investments in internet-related services and products.,/,technology,,,,
604,Velocity Capital,A venture capital firm that invests in fintech and other high-growth sectors.,/,finance,,,,
604,Holtzbrinck Ventures,A European venture capital firm that invests in early-stage and growth-stage technology companies.,/,finance,,,,
604,Orange Growth Capital,A venture capital firm focused on investing in financial technology companies.,/,finance,,,,
605,Polyvalent Capital,A venture capital firm that invests in innovative technology companies.,/,finance,,,,
605,Arumugam Yathurshan,An angel investor with a focus on early-stage technology startups.,/,individual,,,,
605,Diana Cereda,An angel investor known for supporting fintech and tech-driven businesses.,/,individual,,,,
605,Kay Ake,Another angel investor with interests in disruptive technology companies.,/,individual,,,,
605,Love Capital,A venture capital firm that backs high-growth technology companies.,/,finance,,,,
606,Sanabil Investments,"A wholly owned company by Saudi閳ユ�?sovereign wealth fund, Public Investment Fund (PIF), focusing on long-term investments.",/,finance,,,,
606,Shorooq Partners,A venture capital firm investing in early-stage technology companies in the Middle East and North Africa.,/,finance,,,,
606,AB Ventures,"The corporate venture capital arm of Arab Bank, investing in fintech and other innovative sectors.",/,finance,,,,
